user_id, segment_id, segment_name         , total_orders, completed_orders, bad_orders, cancellation_rate  , days_since_signup
U001622,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               387
U001623,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               700
U001624,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               247
U001625,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               654
U001626,          0, Low Frequency Users  ,          4.0,              1.0,        1.0, 0.25               ,               718
U001627,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               781
U001628,          0, Low Frequency Users  ,          7.0,              2.0,        5.0, 0.7142857142857143 ,               334
U001629,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               556
U001630,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               730
U001631,          3, Bad Customers        ,          4.0,              0.0,        2.0, 0.5                ,               759
U001632,          1, Frequent Shoppers    ,          2.0,              0.0,        1.0, 0.5                ,               231
U001633,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               729
U001634,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               522
U001635,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               638
U001636,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               532
U001637,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               558
U001638,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               669
U001639,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               776
U001640,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               435
U001641,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               768
U001642,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               483
U001643,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               555
U001644,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               552
U001645,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               525
U001646,          0, Low Frequency Users  ,          4.0,              2.0,        0.0, 0.0                ,               274
U001647,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               633
U001648,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               563
U001649,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               191
U001650,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               406
U001651,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               469
U001652,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               226
U001653,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               393
U001654,          2, Risky Frequent Buyers,          3.0,              0.0,        1.0, 0.3333333333333333 ,               828
U001655,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               200
U001656,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               749
U001657,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               284
U001658,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               216
U001659,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               517
U001660,          0, Low Frequency Users  ,          5.0,              2.0,        2.0, 0.4                ,               495
U001661,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               493
U001662,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               601
U001663,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               677
U001664,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               679
U001665,          2, Risky Frequent Buyers,          3.0,              0.0,        1.0, 0.3333333333333333 ,               831
U001666,          0, Low Frequency Users  ,          5.0,              2.0,        2.0, 0.4                ,               619
U001667,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               290
U001668,          0, Low Frequency Users  ,          3.0,              2.0,        0.0, 0.0                ,               817
U001669,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               673
U001670,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               563
U001671,          2, Risky Frequent Buyers,          2.0,              0.0,        1.0, 0.5                ,               800
U001672,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               186
U001673,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               628
U001674,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               239
U001675,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               264
U001676,          0, Low Frequency Users  ,          5.0,              1.0,        2.0, 0.4                ,               333
U001677,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               762
U001678,          3, Bad Customers        ,          4.0,              0.0,        3.0, 0.75               ,               433
U001679,          0, Low Frequency Users  ,          6.0,              1.0,        2.0, 0.3333333333333333 ,               601
U001680,          0, Low Frequency Users  ,          4.0,              1.0,        2.0, 0.5                ,               367
U001681,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               621
U001682,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               691
U001683,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               845
U001684,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               604
U001685,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               751
U001686,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               471
U001687,          0, Low Frequency Users  ,          5.0,              1.0,        3.0, 0.6                ,               685
U001688,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               787
U001689,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               781
U001690,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               339
U001691,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               304
U001692,          0, Low Frequency Users  ,          4.0,              1.0,        1.0, 0.25               ,               190
U001693,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               225
U001694,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               233
U001695,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               459
U001696,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               213
U001697,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               687
U001698,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               756
U001699,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               339
U001700,          1, Frequent Shoppers    ,          3.0,              0.0,        1.0, 0.3333333333333333 ,               247
U001701,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               636
U001702,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               635
U001703,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               560
U001704,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               683
U001705,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               553
U001706,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               409
U001707,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               820
U001708,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               837
U001709,          0, Low Frequency Users  ,          2.0,              1.0,        0.0, 0.0                ,               418
U001710,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               841
U001711,          2, Risky Frequent Buyers,          2.0,              0.0,        1.0, 0.5                ,               747
U001712,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               546
U001713,          0, Low Frequency Users  ,          4.0,              1.0,        0.0, 0.0                ,               854
U001714,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               643
U001715,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               582
U001716,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               235
U001717,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               563
U001718,          0, Low Frequency Users  ,          5.0,              1.0,        2.0, 0.4                ,               268
U001719,          0, Low Frequency Users  ,          2.0,              2.0,        0.0, 0.0                ,               678
U001720,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               660
U001721,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               480
U001722,          0, Low Frequency Users  ,          2.0,              2.0,        0.0, 0.0                ,               612
U001723,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               387
U001724,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               467
U001725,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               325
U001726,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               658
U001727,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               374
U001728,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               554
U001729,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               606
U001730,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               610
U001731,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               581
U001732,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               478
U001733,          0, Low Frequency Users  ,          4.0,              2.0,        2.0, 0.5                ,               371
U001734,          0, Low Frequency Users  ,          4.0,              1.0,        1.0, 0.25               ,               217
U001735,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               309
U001736,          0, Low Frequency Users  ,          4.0,              1.0,        1.0, 0.25               ,               825
U001737,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               207
U001738,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               307
U001739,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               626
U001740,          0, Low Frequency Users  ,          4.0,              1.0,        1.0, 0.25               ,               228
U001741,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               756
U001742,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               197
U001743,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               574
U001744,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               185
U001745,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               316
U001746,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               303
U001747,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               752
U001748,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               431
U001749,          3, Bad Customers        ,          3.0,              0.0,        3.0, 1.0                ,               797
U001750,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               584
U001751,          0, Low Frequency Users  ,          2.0,              1.0,        0.0, 0.0                ,               405
U001752,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               808
U001753,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               840
U001754,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               455
U001755,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               198
U001756,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               443
U001757,          0, Low Frequency Users  ,          4.0,              3.0,        0.0, 0.0                ,               441
U001758,          3, Bad Customers        ,          4.0,              0.0,        2.0, 0.5                ,               596
U001759,          0, Low Frequency Users  ,          3.0,              3.0,        0.0, 0.0                ,               821
U001760,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               387
U001761,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               272
U001762,          0, Low Frequency Users  ,          3.0,              2.0,        1.0, 0.3333333333333333 ,               429
U001763,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               547
U001764,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               635
U001765,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               481
U001766,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               318
U001767,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               273
U001768,          3, Bad Customers        ,          4.0,              0.0,        1.0, 0.25               ,               403
U001769,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               253
U001770,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               485
U001771,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               239
U001772,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               517
U001773,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               747
U001774,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               309
U001775,          0, Low Frequency Users  ,          4.0,              1.0,        1.0, 0.25               ,               673
U001776,          2, Risky Frequent Buyers,          2.0,              0.0,        1.0, 0.5                ,               750
U001777,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               672
U001778,          3, Bad Customers        ,          4.0,              0.0,        1.0, 0.25               ,               467
U001779,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               672
U001780,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               695
U001781,          2, Risky Frequent Buyers,          2.0,              0.0,        1.0, 0.5                ,               860
U001782,          0, Low Frequency Users  ,          4.0,              1.0,        0.0, 0.0                ,               796
U001783,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               540
U001784,          3, Bad Customers        ,          4.0,              0.0,        2.0, 0.5                ,               285
U001785,          0, Low Frequency Users  ,          4.0,              1.0,        0.0, 0.0                ,               574
U001786,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               599
U001787,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               665
U001788,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               371
U001789,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               598
U001790,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               218
U001791,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               355
U001792,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               681
U001793,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               253
U001794,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               808
U001795,          0, Low Frequency Users  ,          5.0,              1.0,        3.0, 0.6                ,               329
U001796,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               214
U001797,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               567
U001798,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               514
U001799,          0, Low Frequency Users  ,          8.0,              1.0,        3.0, 0.375              ,               737
U001800,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               459
U001801,          2, Risky Frequent Buyers,          2.0,              1.0,        0.0, 0.0                ,               728
U001802,          0, Low Frequency Users  ,          5.0,              1.0,        0.0, 0.0                ,               552
U001803,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               522
U001804,          2, Risky Frequent Buyers,          2.0,              1.0,        0.0, 0.0                ,               669
U001805,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               828
U001806,          0, Low Frequency Users  ,          5.0,              2.0,        1.0, 0.2                ,               263
U001807,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               583
U001808,          2, Risky Frequent Buyers,          3.0,              0.0,        1.0, 0.3333333333333333 ,               845
U001809,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               650
U001810,          0, Low Frequency Users  ,          4.0,              1.0,        1.0, 0.25               ,               777
U001811,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               436
U001812,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               276
U001813,          0, Low Frequency Users  ,          5.0,              1.0,        2.0, 0.4                ,               387
U001814,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               389
U001815,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               622
U001816,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               323
U001817,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               590
U001818,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               274
U001819,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               724
U001820,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               232
U001821,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               184
U001822,          1, Frequent Shoppers    ,          2.0,              0.0,        1.0, 0.5                ,               246
U001823,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               394
U001824,          0, Low Frequency Users  ,          4.0,              2.0,        1.0, 0.25               ,               640
U001825,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               705
U001826,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               812
U001827,          0, Low Frequency Users  ,          3.0,              2.0,        1.0, 0.3333333333333333 ,               337
U001828,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               457
U001829,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               406
U001830,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               242
U001831,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               570
U001832,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               202
U001833,          3, Bad Customers        ,          5.0,              0.0,        4.0, 0.8                ,               431
U001834,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               763
U001835,          3, Bad Customers        ,          5.0,              0.0,        3.0, 0.6                ,               424
U001836,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               489
U001837,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               252
U001838,          0, Low Frequency Users  ,          4.0,              2.0,        1.0, 0.25               ,               711
U001839,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               786
U001840,          0, Low Frequency Users  ,          3.0,              1.0,        2.0, 0.6666666666666666 ,               456
U001841,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               656
U001842,          0, Low Frequency Users  ,          6.0,              2.0,        3.0, 0.5                ,               230
U001843,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               324
U001844,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               291
U001845,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               342
U001846,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               367
U001847,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               783
U001848,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               608
U001849,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               601
U001850,          0, Low Frequency Users  ,          6.0,              0.0,        1.0, 0.16666666666666666,               722
U001851,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               631
U001852,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               615
U001853,          0, Low Frequency Users  ,          2.0,              2.0,        0.0, 0.0                ,               829
U001854,          3, Bad Customers        ,          4.0,              0.0,        2.0, 0.5                ,               728
U001855,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               373
U001856,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               375
U001857,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               562
U001858,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               214
U001859,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               725
U001860,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               714
U001861,          3, Bad Customers        ,          4.0,              0.0,        3.0, 0.75               ,               326
U001862,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               691
U001863,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               701
U001864,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               799
U001865,          3, Bad Customers        ,          4.0,              0.0,        3.0, 0.75               ,               235
U001866,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               578
U001867,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               560
U001868,          2, Risky Frequent Buyers,          3.0,              0.0,        1.0, 0.3333333333333333 ,               834
U001869,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               214
U001870,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               780
U001871,          0, Low Frequency Users  ,          4.0,              2.0,        1.0, 0.25               ,               403
U001872,          3, Bad Customers        ,          3.0,              0.0,        1.0, 0.3333333333333333 ,               452
U001873,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               764
U001874,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               664
U001875,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               240
U001876,          3, Bad Customers        ,          3.0,              0.0,        1.0, 0.3333333333333333 ,               653
U001877,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               338
U001878,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               411
U001879,          2, Risky Frequent Buyers,          2.0,              1.0,        0.0, 0.0                ,               752
U001880,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               843
U001881,          0, Low Frequency Users  ,          3.0,              1.0,        2.0, 0.6666666666666666 ,               712
U001882,          0, Low Frequency Users  ,          3.0,              1.0,        0.0, 0.0                ,               296
U001883,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               419
U001884,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               279
U001885,          0, Low Frequency Users  ,          5.0,              1.0,        1.0, 0.2                ,               607
U001886,          0, Low Frequency Users  ,          5.0,              1.0,        1.0, 0.2                ,               658
U001887,          3, Bad Customers        ,          3.0,              0.0,        1.0, 0.3333333333333333 ,               348
U001888,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               533
U001889,          3, Bad Customers        ,          3.0,              0.0,        1.0, 0.3333333333333333 ,               454
U001890,          0, Low Frequency Users  ,          3.0,              1.0,        2.0, 0.6666666666666666 ,               736
U001891,          1, Frequent Shoppers    ,          2.0,              0.0,        1.0, 0.5                ,               234
U001892,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               459
U001893,          0, Low Frequency Users  ,          3.0,              1.0,        0.0, 0.0                ,               711
U001894,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               631
U001895,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               499
U001896,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               337
U001897,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               284
U001898,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               516
U001899,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               201
U001900,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               757
U001901,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               584
U001902,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               857
U001903,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               207
U001904,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               622
U001905,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               496
U001906,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               456
U001907,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               255
U001908,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               530
U001909,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               667
U001910,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               288
U001911,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               496
U001912,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               290
U001913,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               849
U001914,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               833
U001915,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               852
U001916,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               342
U001917,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               337
U001918,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               414
U001919,          0, Low Frequency Users  ,          4.0,              1.0,        2.0, 0.5                ,               829
U001920,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               208
U001921,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               626
U001922,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               445
U001923,          2, Risky Frequent Buyers,          3.0,              0.0,        0.0, 0.0                ,               654
U001924,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               302
U001925,          2, Risky Frequent Buyers,          2.0,              1.0,        0.0, 0.0                ,               792
U001926,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               815
U001927,          0, Low Frequency Users  ,          5.0,              1.0,        2.0, 0.4                ,               422
U001928,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               792
U001929,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               500
U001930,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               425
U001931,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               780
U001932,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               527
U001933,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               505
U001934,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               490
U001935,          0, Low Frequency Users  ,          4.0,              1.0,        1.0, 0.25               ,               389
U001936,          3, Bad Customers        ,          3.0,              0.0,        3.0, 1.0                ,               618
U001937,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               223
U001938,          3, Bad Customers        ,          4.0,              0.0,        4.0, 1.0                ,               686
U001939,          0, Low Frequency Users  ,          2.0,              2.0,        0.0, 0.0                ,               497
U001940,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               492
U001941,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               463
U001942,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               215
U001943,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               301
