user_id,avg_order_value,monthly_spending,products_in_latest_month,categories_in_latest_month,product_prices_in_latest_month
U002312,41.55,41.55,['Zenith Story'],['Groceries'],[13.85]
U002313,872.48,872.48,"['Orion Second', 'Pulse Soon', 'Willow Prepare', 'Acme Practice']","['Pet Supplies', 'Pet Supplies', 'Beauty', 'Automotive']","[103.47, 54.41, 70.39, 503.43]"
U002314,0.0,0.0,[],[],[]
U002315,169.33333333333334,133.95,"['Astra Tend', 'Everest Some']","['Beauty', 'Groceries']","[68.39, 32.78]"
U002316,0.0,0.0,[],[],[]
U002317,0.0,0.0,[],[],[]
U002318,0.0,0.0,[],[],[]
U002319,0.0,0.0,[],[],[]
U002320,0.0,0.0,[],[],[]
U002321,874.79,874.79,"['Astra Support', 'Orion Most', 'Willow Early', 'NeoTech May', 'NeoTech Trouble']","['Clothing', 'Clothing', 'Toys', 'Groceries', 'Sports']","[52.89, 151.39, 5.53, 5.79, 303.15]"
U002322,0.0,0.0,[],[],[]
U002323,157.95,157.95,['Zenith Believe'],['Automotive'],[157.95]
U002324,157.79,157.79,['Acme Field'],['Beauty'],[157.79]
U002325,0.0,0.0,[],[],[]
U002326,0.0,0.0,[],[],[]
U002327,0.0,0.0,[],[],[]
U002328,0.0,0.0,[],[],[]
U002329,243.96,243.96,['Zenith Performance'],['Pet Supplies'],[81.32]
U002330,0.0,0.0,[],[],[]
U002331,638.96,546.01,"['GreenLeaf Idea', 'Everest Late', 'GreenLeaf Reduce']","['Electronics', 'Clothing', 'Pet Supplies']","[279.09, 86.67, 93.58]"
U002332,0.0,0.0,[],[],[]
U002333,0.0,0.0,[],[],[]
U002334,28.52,28.52,['Zenith War'],['Beauty'],[28.52]
U002335,0.0,0.0,[],[],[]
U002336,689.73,1373.8,"['Harbor Significant', 'Solace Budget', 'Harbor Whom']","['Home & Kitchen', 'Sports', 'Automotive']","[505.82, 190.22, 148.66]"
U002337,64.46,64.46,['NeoTech Agent'],['Pet Supplies'],[64.46]
U002338,0.0,0.0,[],[],[]
U002339,0.0,0.0,[],[],[]
U002340,0.0,0.0,[],[],[]
U002341,0.0,0.0,[],[],[]
U002342,0.0,0.0,[],[],[]
U002343,0.0,0.0,[],[],[]
U002344,0.0,0.0,[],[],[]
U002345,0.0,0.0,[],[],[]
U002346,340.09,340.09,"['Pulse Positive', 'Harbor Seek', 'Nimbus Whole']","['Clothing', 'Sports', 'Groceries']","[166.04, 162.91, 11.14]"
U002347,0.0,0.0,[],[],[]
U002348,0.0,0.0,[],[],[]
U002349,0.0,0.0,[],[],[]
U002350,0.0,0.0,[],[],[]
U002351,0.0,0.0,[],[],[]
U002352,0.0,0.0,[],[],[]
U002353,0.0,0.0,[],[],[]
U002354,0.0,0.0,[],[],[]
U002355,0.0,0.0,[],[],[]
U002356,0.0,0.0,[],[],[]
U002357,0.0,0.0,[],[],[]
U002358,0.0,0.0,[],[],[]
U002359,0.0,0.0,[],[],[]
U002360,1112.645,1483.4,"['Zenith Without', 'Harbor Look', 'GreenLeaf Current']","['Toys', 'Home & Kitchen', 'Automotive']","[9.53, 164.35, 654.76]"
U002361,0.0,0.0,[],[],[]
U002362,871.03,871.03,['Astra Sea'],['Automotive'],[871.03]
U002363,0.0,0.0,[],[],[]
U002364,0.0,0.0,[],[],[]
U002365,0.0,0.0,[],[],[]
U002366,0.0,0.0,[],[],[]
U002367,0.0,0.0,[],[],[]
U002368,0.0,0.0,[],[],[]
U002369,0.0,0.0,[],[],[]
U002370,392.25,392.25,"['NeoTech Nearly', 'Everest Child']","['Clothing', 'Sports']","[65.06, 197.07]"
U002371,0.0,0.0,[],[],[]
U002372,56.26,56.26,"['Willow Never', 'Astra Visit']","['Groceries', 'Beauty']","[12.97, 17.35]"
U002373,0.0,0.0,[],[],[]
U002374,0.0,0.0,[],[],[]
U002375,0.0,0.0,[],[],[]
U002376,5125.41,5125.41,"['Zenith Necessary', 'Nimbus Family', 'Everest Now', 'Everest Black']","['Electronics', 'Electronics', 'Pet Supplies', 'Electronics']","[473.62, 1700.35, 40.0, 982.1]"
U002377,1177.2966666666664,2619.68,"['Willow Special', 'Zenith Partner', 'Pulse Miss']","['Electronics', 'Automotive', 'Beauty']","[1772.36, 713.74, 133.58]"
U002378,0.0,0.0,[],[],[]
U002379,754.84,754.84,"['Harbor Several', 'Everest Almost', 'Everest Else']","['Sports', 'Beauty', 'Books']","[257.21, 104.34, 15.87]"
U002380,0.0,0.0,[],[],[]
U002381,12.81,12.81,['Astra Present'],['Groceries'],[12.81]
U002382,1431.6,1431.6,"['Orion Number', 'Nimbus Memory']","['Electronics', 'Pet Supplies']","[1338.53, 93.07]"
U002383,41.54,41.54,['Astra Protect'],['Groceries'],[20.77]
U002384,0.0,0.0,[],[],[]
U002385,0.0,0.0,[],[],[]
U002386,173.25,173.25,['Acme Student'],['Sports'],[173.25]
U002387,0.0,0.0,[],[],[]
U002388,5.11,5.11,['NeoTech Conference'],['Groceries'],[5.11]
U002389,1623.86,1623.86,"['NeoTech Town', 'NeoTech Purpose']","['Automotive', 'Automotive']","[212.1, 705.88]"
U002390,0.0,0.0,[],[],[]
U002391,179.53,179.53,"['Zenith Way', 'Willow Entire']","['Toys', 'Groceries']","[51.94, 23.71]"
U002392,0.0,0.0,[],[],[]
U002393,673.25,673.25,"['Solace Most', 'Orion Capital']","['Toys', 'Electronics']","[52.93, 567.39]"
U002394,432.92,432.92,"['Zenith Without', 'Orion Fact', 'Everest Single']","['Toys', 'Beauty', 'Clothing']","[9.53, 169.79, 253.6]"
U002395,0.0,0.0,[],[],[]
U002396,0.0,0.0,[],[],[]
U002397,20.7,20.7,['Zenith While'],['Groceries'],[10.35]
U002398,0.0,0.0,[],[],[]
U002399,0.0,0.0,[],[],[]
U002400,0.0,0.0,[],[],[]
U002401,0.0,0.0,[],[],[]
U002402,0.0,0.0,[],[],[]
U002403,0.0,0.0,[],[],[]
U002404,1440.48,1440.48,"['GreenLeaf Stage', 'Astra Early', 'Zenith Investment', 'GreenLeaf Fight']","['Electronics', 'Books', 'Beauty', 'Pet Supplies']","[1097.96, 54.01, 232.25, 56.26]"
U002405,0.0,0.0,[],[],[]
U002406,0.0,0.0,[],[],[]
U002407,0.0,0.0,[],[],[]
U002408,0.0,0.0,[],[],[]
U002409,0.0,0.0,[],[],[]
U002410,121.55,121.55,['Astra This'],['Beauty'],[121.55]
U002411,0.0,0.0,[],[],[]
U002412,1515.7,1515.7,"['Nimbus Night', 'Nimbus For']","['Books', 'Electronics']","[53.39, 704.46]"
U002413,0.0,0.0,[],[],[]
U002414,0.0,0.0,[],[],[]
U002415,0.0,0.0,[],[],[]
U002416,0.0,0.0,[],[],[]
U002417,1377.14,1377.14,"['Willow Box', 'Solace Represent', 'Solace Institution', 'GreenLeaf Wrong', 'NeoTech Movement', 'Harbor Town']","['Automotive', 'Beauty', 'Beauty', 'Sports', 'Home & Kitchen', 'Beauty']","[763.34, 154.03, 65.0, 215.6, 172.42, 6.75]"
U002418,0.0,0.0,[],[],[]
U002419,231.26,231.26,['Orion City'],['Beauty'],[115.63]
U002420,0.0,0.0,[],[],[]
U002421,109.3,109.3,['Orion Indicate'],['Books'],[54.65]
U002422,0.0,0.0,[],[],[]
U002423,892.77,892.77,"['NeoTech Film', 'GreenLeaf Act', 'Harbor Pick', 'Nimbus Prevent']","['Pet Supplies', 'Clothing', 'Clothing', 'Automotive']","[82.2, 118.36, 21.74, 566.53]"
U002424,0.0,0.0,[],[],[]
U002425,0.0,0.0,[],[],[]
U002426,541.45,541.45,"['NeoTech Democrat', 'Everest Early', 'Orion Down']","['Clothing', 'Pet Supplies', 'Toys']","[114.66, 93.43, 111.12]"
U002427,1045.7,1045.7,"['Harbor Power', 'Everest Yes', 'Solace Bill']","['Electronics', 'Home & Kitchen', 'Beauty']","[944.56, 36.32, 64.82]"
U002428,361.55,361.55,['Harbor Goal'],['Sports'],[361.55]
U002429,1007.48,1007.48,"['Zenith Town', 'Astra Town', 'Harbor Source', 'Astra Cost', 'GreenLeaf Just']","['Electronics', 'Books', 'Clothing', 'Beauty', 'Home & Kitchen']","[513.63, 60.85, 54.74, 52.25, 326.01]"
U002430,249.36,249.36,['Astra Remain'],['Beauty'],[124.68]
U002431,31.44,31.44,['GreenLeaf Simply'],['Beauty'],[31.44]
U002432,52.18,52.18,['Nimbus Word'],['Toys'],[52.18]
U002433,0.0,0.0,[],[],[]
U002434,0.0,0.0,[],[],[]
U002435,0.0,0.0,[],[],[]
U002436,36.92,36.92,['Harbor Eye'],['Books'],[36.92]
U002437,396.1,396.1,"['Pulse Wait', 'GreenLeaf Common', 'Willow If', 'Nimbus Nice']","['Clothing', 'Pet Supplies', 'Pet Supplies', 'Groceries']","[76.67, 58.15, 67.94, 9.1]"
U002438,0.0,0.0,[],[],[]
U002439,0.0,0.0,[],[],[]
U002440,2077.88,2077.88,['NeoTech Write'],['Electronics'],[1038.94]
U002441,393.54999999999995,485.7,"['Solace Interview', 'Harbor Movie']","['Home & Kitchen', 'Home & Kitchen']","[180.7, 305.0]"
U002442,0.0,0.0,[],[],[]
U002443,264.04,264.04,['Willow Past'],['Home & Kitchen'],[264.04]
U002444,0.0,0.0,[],[],[]
U002445,818.59,818.59,['Acme Likely'],['Automotive'],[818.59]
U002446,2842.51,2842.51,"['Orion Speech', 'Zenith Black', 'Solace Really']","['Electronics', 'Automotive', 'Electronics']","[694.32, 111.61, 536.33]"
U002447,0.0,0.0,[],[],[]
U002448,0.0,0.0,[],[],[]
U002449,0.0,0.0,[],[],[]
U002450,191.8,191.8,"['NeoTech Production', 'Orion Laugh']","['Clothing', 'Sports']","[109.92, 81.88]"
U002451,0.0,0.0,[],[],[]
U002452,0.0,0.0,[],[],[]
U002453,0.0,0.0,[],[],[]
U002454,508.36,508.36,"['Orion Indicate', 'GreenLeaf Bar', 'Zenith Air', 'Pulse Commercial', 'Astra Many', 'NeoTech Anything']","['Books', 'Clothing', 'Pet Supplies', 'Clothing', 'Pet Supplies', 'Toys']","[54.65, 55.21, 9.8, 21.52, 48.22, 52.83]"
U002455,322.7,322.7,"['Astra Lead', 'Astra On']","['Electronics', 'Clothing']","[188.48, 134.22]"
U002456,0.0,0.0,[],[],[]
U002457,0.0,0.0,[],[],[]
U002458,0.0,0.0,[],[],[]
U002459,0.0,0.0,[],[],[]
U002460,87.46,87.46,['NeoTech Although'],['Beauty'],[87.46]
U002461,0.0,0.0,[],[],[]
U002462,0.0,0.0,[],[],[]
U002463,0.0,0.0,[],[],[]
U002464,0.0,0.0,[],[],[]
U002465,420.39500000000004,802.45,['Solace Other'],['Electronics'],[802.45]
U002466,545.77,545.77,"['Solace Owner', 'Astra Early', 'NeoTech Turn', 'Pulse Mr']","['Home & Kitchen', 'Books', 'Home & Kitchen', 'Beauty']","[215.69, 54.01, 69.46, 41.57]"
U002467,0.0,0.0,[],[],[]
U002468,0.0,0.0,[],[],[]
U002469,292.77,292.77,['Willow Back'],['Sports'],[97.59]
U002470,522.18,522.18,"['Zenith Skin', 'Pulse Born']","['Books', 'Automotive']","[27.08, 495.1]"
U002471,0.0,0.0,[],[],[]
U002472,0.0,0.0,[],[],[]
U002473,210.895,180.3,['Solace Even'],['Clothing'],[90.15]
U002474,0.0,0.0,[],[],[]
U002475,0.0,0.0,[],[],[]
U002476,0.0,0.0,[],[],[]
U002477,527.15,527.15,"['Zenith Something', 'Solace Star', 'Harbor Picture']","['Groceries', 'Toys', 'Electronics']","[1.78, 32.73, 492.64]"
U002478,113.57,113.57,"['Willow Catch', 'Willow Court']","['Automotive', 'Beauty']","[91.42, 22.15]"
U002479,272.92,272.92,"['Zenith Skill', 'NeoTech Market', 'NeoTech Power']","['Clothing', 'Beauty', 'Toys']","[45.11, 108.8, 36.95]"
U002480,0.0,0.0,[],[],[]
U002481,312.63,312.63,"['Orion Catch', 'GreenLeaf Move']","['Clothing', 'Home & Kitchen']","[149.44, 163.19]"
U002482,0.0,0.0,[],[],[]
U002483,0.0,0.0,[],[],[]
U002484,302.05,302.05,"['Astra Town', 'Astra Page', 'Solace Subject']","['Books', 'Beauty', 'Home & Kitchen']","[60.85, 9.58, 231.62]"
U002485,76.59,76.59,['Astra Might'],['Toys'],[76.59]
U002486,390.1,390.1,"['Pulse Third', 'Willow Responsibility']","['Books', 'Electronics']","[51.61, 338.49]"
U002487,939.82,939.82,"['Everest High', 'Zenith Soon']","['Home & Kitchen', 'Sports']","[340.5, 299.66]"
U002488,0.0,0.0,[],[],[]
U002489,0.0,0.0,[],[],[]
U002490,339.06,339.06,"['NeoTech Interesting', 'Pulse Computer']","['Automotive', 'Home & Kitchen']","[126.6, 212.46]"
U002491,0.0,0.0,[],[],[]
U002492,697.59,697.59,"['GreenLeaf Say', 'Orion Capital']","['Pet Supplies', 'Electronics']","[43.4, 567.39]"
U002493,0.0,0.0,[],[],[]
U002494,0.0,0.0,[],[],[]
U002495,667.59,667.59,['GreenLeaf Condition'],['Electronics'],[667.59]
U002496,2768.07,2768.07,"['Harbor Somebody', 'Pulse Worry', 'Willow Blood', 'Nimbus Take']","['Pet Supplies', 'Automotive', 'Automotive', 'Automotive']","[43.57, 734.96, 658.02, 596.56]"
U002497,520.575,1033.39,"['Nimbus Place', 'NeoTech Onto', 'Nimbus Report', 'Nimbus Stock']","['Electronics', 'Clothing', 'Beauty', 'Sports']","[651.6, 152.63, 83.11, 146.05]"
U002498,0.0,0.0,[],[],[]
U002499,268.91,268.91,"['Pulse From', 'Orion Hit']","['Toys', 'Clothing']","[40.79, 187.33]"
U002500,0.0,0.0,[],[],[]
U002501,0.0,0.0,[],[],[]
U002502,0.0,0.0,[],[],[]
U002503,0.0,0.0,[],[],[]
U002504,0.0,0.0,[],[],[]
U002505,0.0,0.0,[],[],[]
U002506,0.0,0.0,[],[],[]
U002507,0.0,0.0,[],[],[]
U002508,4140.43,4140.43,"['Astra All', 'Willow Hear', 'Pulse Would', 'NeoTech Hope']","['Clothing', 'Books', 'Electronics', 'Electronics']","[36.08, 51.75, 1221.59, 926.42]"
U002509,0.0,0.0,[],[],[]
U002510,0.0,0.0,[],[],[]
U002511,156.64,156.64,['GreenLeaf Star'],['Beauty'],[156.64]
U002512,0.0,0.0,[],[],[]
U002513,0.0,0.0,[],[],[]
U002514,0.0,0.0,[],[],[]
U002515,0.0,0.0,[],[],[]
U002516,0.0,0.0,[],[],[]
U002517,0.0,0.0,[],[],[]
U002518,0.0,0.0,[],[],[]
U002519,0.0,0.0,[],[],[]
U002520,0.0,0.0,[],[],[]
U002521,0.0,0.0,[],[],[]
U002522,1089.54,1089.54,"['Astra Pressure', 'Harbor Power']","['Pet Supplies', 'Electronics']","[72.49, 944.56]"
U002523,457.29,457.29,"['Willow Forget', 'Acme Significant']","['Clothing', 'Clothing']","[160.19, 148.55]"
U002524,0.0,0.0,[],[],[]
U002525,0.0,0.0,[],[],[]
U002526,0.0,0.0,[],[],[]
U002527,73.56,73.56,['Acme Discuss'],['Pet Supplies'],[24.52]
U002528,0.0,0.0,[],[],[]
U002529,209.51,209.51,"['Astra Town', 'Harbor Whom']","['Books', 'Automotive']","[60.85, 148.66]"
U002530,0.0,0.0,[],[],[]
U002531,0.0,0.0,[],[],[]
U002532,0.0,0.0,[],[],[]
U002533,227.34,227.34,['Acme Boy'],['Toys'],[113.67]
U002534,1111.26,1111.26,"['Harbor Probably', 'GreenLeaf Last']","['Automotive', 'Pet Supplies']","[548.83, 13.6]"
U002535,0.0,0.0,[],[],[]
U002536,0.0,0.0,[],[],[]
U002537,0.0,0.0,[],[],[]
U002538,189.71,189.71,"['Orion Garden', 'Willow Go', 'Acme Mention', 'Zenith Great']","['Groceries', 'Pet Supplies', 'Pet Supplies', 'Toys']","[34.58, 94.62, 12.81, 13.12]"
U002539,0.0,0.0,[],[],[]
U002540,0.0,0.0,[],[],[]
U002541,0.0,0.0,[],[],[]
U002542,0.0,0.0,[],[],[]
U002543,0.0,0.0,[],[],[]
U002544,0.0,0.0,[],[],[]
U002545,0.0,0.0,[],[],[]
U002546,269.94,269.94,"['Harbor Draw', 'Harbor Much']","['Toys', 'Sports']","[43.7, 226.24]"
U002547,0.0,0.0,[],[],[]
U002548,0.0,0.0,[],[],[]
U002549,0.0,0.0,[],[],[]
U002550,0.0,0.0,[],[],[]
U002551,0.0,0.0,[],[],[]
U002552,0.0,0.0,[],[],[]
U002553,707.89,707.89,"['GreenLeaf Design', 'Nimbus Seven', 'Zenith Natural', 'GreenLeaf Concern']","['Sports', 'Books', 'Home & Kitchen', 'Groceries']","[148.87, 8.89, 268.64, 3.96]"
U002554,0.0,0.0,[],[],[]
U002555,0.0,0.0,[],[],[]
U002556,0.0,0.0,[],[],[]
U002557,0.0,0.0,[],[],[]
U002558,1421.63,1421.63,"['Zenith Follow', 'Willow Film', 'GreenLeaf Star']","['Clothing', 'Electronics', 'Automotive']","[101.57, 811.5, 305.42]"
U002559,0.0,0.0,[],[],[]
U002560,0.0,0.0,[],[],[]
U002561,0.0,0.0,[],[],[]
U002562,0.0,0.0,[],[],[]
U002563,0.0,0.0,[],[],[]
U002564,0.0,0.0,[],[],[]
U002565,0.0,0.0,[],[],[]
U002566,0.0,0.0,[],[],[]
U002567,0.0,0.0,[],[],[]
U002568,0.0,0.0,[],[],[]
U002569,0.0,0.0,[],[],[]
U002570,0.0,0.0,[],[],[]
U002571,0.0,0.0,[],[],[]
U002572,954.24,954.24,"['Nimbus Difficult', 'NeoTech Husband', 'GreenLeaf End']","['Groceries', 'Books', 'Electronics']","[25.06, 64.76, 814.3]"
U002573,0.0,0.0,[],[],[]
U002574,0.0,0.0,[],[],[]
U002575,0.0,0.0,[],[],[]
U002576,0.0,0.0,[],[],[]
U002577,132.06,132.06,"['Harbor Wind', 'Solace Scene', 'Pulse Eight']","['Pet Supplies', 'Clothing', 'Groceries']","[50.78, 24.97, 18.77]"
U002578,402.31,402.31,"['Nimbus Out', 'Pulse Sea', 'NeoTech Peace']","['Groceries', 'Pet Supplies', 'Books']","[30.12, 111.25, 19.22]"
U002579,0.0,0.0,[],[],[]
U002580,0.0,0.0,[],[],[]
U002581,0.0,0.0,[],[],[]
U002582,0.0,0.0,[],[],[]
U002583,0.0,0.0,[],[],[]
U002584,0.0,0.0,[],[],[]
U002585,122.03,122.03,"['Orion High', 'Solace Finish', 'Pulse Month']","['Pet Supplies', 'Books', 'Groceries']","[34.28, 10.2, 8.99]"
U002586,0.0,0.0,[],[],[]
U002587,689.26,689.26,"['Acme Pattern', 'Zenith View', 'Acme Practice']","['Books', 'Sports', 'Automotive']","[20.8, 165.03, 503.43]"
U002588,817.35,817.35,"['Harbor Think', 'Orion Break', 'Solace Future', 'Zenith Media']","['Clothing', 'Automotive', 'Books', 'Home & Kitchen']","[20.4, 535.69, 42.15, 178.31]"
U002589,0.0,0.0,[],[],[]
U002590,0.0,0.0,[],[],[]
U002591,0.0,0.0,[],[],[]
U002592,0.0,0.0,[],[],[]
U002593,0.0,0.0,[],[],[]
U002594,0.0,0.0,[],[],[]
U002595,0.0,0.0,[],[],[]
U002596,0.0,0.0,[],[],[]
U002597,0.0,0.0,[],[],[]
U002598,0.0,0.0,[],[],[]
U002599,0.0,0.0,[],[],[]
U002600,0.0,0.0,[],[],[]
U002601,0.0,0.0,[],[],[]
U002602,2120.76,2120.76,"['Nimbus For', 'Everest Read']","['Electronics', 'Books']","[704.46, 3.69]"
U002603,57.18,57.18,['NeoTech Stand'],['Groceries'],[19.06]
U002604,0.0,0.0,[],[],[]
U002605,0.0,0.0,[],[],[]
U002606,854.84,854.84,"['Pulse Still', 'GreenLeaf Voice', 'Harbor Tax', 'Acme Them']","['Pet Supplies', 'Automotive', 'Automotive', 'Pet Supplies']","[59.59, 124.91, 529.06, 27.23]"
U002607,0.0,0.0,[],[],[]
U002608,0.0,0.0,[],[],[]
U002609,285.2,285.2,"['Harbor Go', 'Willow Around']","['Home & Kitchen', 'Beauty']","[253.18, 32.02]"
U002610,0.0,0.0,[],[],[]
U002611,991.52,991.52,['Orion Such'],['Automotive'],[495.76]
U002612,0.0,0.0,[],[],[]
U002613,0.0,0.0,[],[],[]
U002614,0.0,0.0,[],[],[]
U002615,0.0,0.0,[],[],[]
U002616,0.0,0.0,[],[],[]
U002617,48.64,48.64,['Zenith Factor'],['Beauty'],[48.64]
U002618,150.58,150.58,"['Solace We', 'Willow Out', 'Astra Sometimes']","['Groceries', 'Books', 'Pet Supplies']","[5.5, 57.18, 82.4]"
U002619,0.0,0.0,[],[],[]
U002620,1013.88,1013.88,"['Willow Entire', 'Willow Position', 'NeoTech What']","['Groceries', 'Automotive', 'Pet Supplies']","[23.71, 293.83, 84.97]"
U002621,80.56,80.56,['Astra Yes'],['Automotive'],[80.56]
U002622,0.0,0.0,[],[],[]
U002623,0.0,0.0,[],[],[]
U002624,1770.885,708.09,"['Orion Total', 'Astra Cup']","['Clothing', 'Pet Supplies']","[158.04, 77.99]"
U002625,435.67499999999995,252.94,"['Harbor Firm', 'Nimbus Young', 'Solace Who', 'Harbor Avoid']","['Books', 'Beauty', 'Toys', 'Groceries']","[12.17, 167.72, 56.34, 16.71]"
U002626,0.0,0.0,[],[],[]
U002627,0.0,0.0,[],[],[]
U002628,167.755,105.36,"['Harbor Medical', 'Willow Firm', 'GreenLeaf Job', 'Acme Personal']","['Clothing', 'Beauty', 'Groceries', 'Toys']","[17.96, 49.87, 1.11, 36.42]"
U002629,0.0,0.0,[],[],[]
U002630,1431.545,1656.88,"['Pulse Near', 'GreenLeaf Interview', 'Zenith Investment', 'Everest Take']","['Electronics', 'Automotive', 'Beauty', 'Clothing']","[455.43, 224.43, 232.25, 260.17]"
U002631,0.0,0.0,[],[],[]
U002632,553.1949999999999,289.65,['Everest Really'],['Beauty'],[96.55]
U002633,0.0,0.0,[],[],[]
U002634,0.0,0.0,[],[],[]
U002635,171.035,19.77,['Astra Significant'],['Pet Supplies'],[19.77]
U002636,0.0,0.0,[],[],[]
U002637,0.0,0.0,[],[],[]
U002638,0.0,0.0,[],[],[]
U002639,0.0,0.0,[],[],[]
U002640,0.0,0.0,[],[],[]
U002641,1075.65,1075.65,['Pulse Security'],['Electronics'],[1075.65]
U002642,0.0,0.0,[],[],[]
U002643,0.0,0.0,[],[],[]
U002644,556.35,374.23,"['Zenith Management', 'Acme Part']","['Home & Kitchen', 'Sports']","[260.48, 113.75]"
U002645,283.2,283.2,['GreenLeaf Save'],['Automotive'],[94.4]
U002646,0.0,0.0,[],[],[]
U002647,0.0,0.0,[],[],[]
U002648,108.8,108.8,['NeoTech Market'],['Beauty'],[108.8]
U002649,536.28,536.28,['Zenith Left'],['Beauty'],[178.76]
U002650,0.0,0.0,[],[],[]
U002651,0.0,0.0,[],[],[]
U002652,0.0,0.0,[],[],[]
U002653,0.0,0.0,[],[],[]
U002654,0.0,0.0,[],[],[]
U002655,0.0,0.0,[],[],[]
U002656,0.0,0.0,[],[],[]
U002657,1409.44,1409.44,"['GreenLeaf Card', 'Astra Our', 'Orion Role', 'Pulse Outside']","['Pet Supplies', 'Electronics', 'Clothing', 'Electronics']","[42.91, 949.73, 44.1, 372.7]"
U002658,0.0,0.0,[],[],[]
U002659,129.49,129.49,['Willow Amount'],['Beauty'],[129.49]
U002660,919.86,7.56,['Zenith Look'],['Groceries'],[7.56]
U002661,179.905,199.98,"['Everest Indicate', 'Zenith Treatment', 'Everest To']","['Pet Supplies', 'Toys', 'Pet Supplies']","[76.86, 21.15, 101.97]"
U002662,3949.42,3949.42,"['Willow Experience', 'Pulse Five', 'Pulse Chair', 'Willow Benefit']","['Electronics', 'Electronics', 'Sports', 'Electronics']","[1477.45, 828.09, 205.0, 1028.88]"
U002663,0.0,0.0,[],[],[]
U002664,0.0,0.0,[],[],[]
U002665,0.0,0.0,[],[],[]
U002666,0.0,0.0,[],[],[]
U002667,0.0,0.0,[],[],[]
U002668,0.0,0.0,[],[],[]
U002669,67.57,67.57,"['Orion Season', 'Nimbus Nice']","['Toys', 'Toys']","[12.46, 55.11]"
U002670,0.0,0.0,[],[],[]
U002671,0.0,0.0,[],[],[]
U002672,0.0,0.0,[],[],[]
U002673,0.0,0.0,[],[],[]
U002674,0.0,0.0,[],[],[]
U002675,0.0,0.0,[],[],[]
U002676,0.0,0.0,[],[],[]
U002677,16.71,16.71,['Harbor Avoid'],['Groceries'],[16.71]
U002678,1097.86,1097.86,"['Willow Charge', 'Solace Personal', 'Acme Effort']","['Automotive', 'Beauty', 'Groceries']","[460.66, 156.31, 20.23]"
U002679,102.56,102.56,"['Zenith Environmental', 'Acme Trip', 'Astra Marriage']","['Groceries', 'Toys', 'Groceries']","[15.79, 75.81, 10.96]"
U002680,0.0,0.0,[],[],[]
U002681,0.0,0.0,[],[],[]
U002682,0.0,0.0,[],[],[]
U002683,498.28,498.28,"['Astra Five', 'Solace Step', 'Acme Fill', 'Zenith Whole']","['Beauty', 'Beauty', 'Toys', 'Toys']","[83.13, 32.16, 64.63, 152.1]"
U002684,110.005,151.5,['Acme Key'],['Home & Kitchen'],[151.5]
U002685,90.19,90.19,['NeoTech Personal'],['Clothing'],[90.19]
U002686,1937.4,1937.4,"['Solace Party', 'Everest Tv', 'GreenLeaf Or']","['Sports', 'Automotive', 'Automotive']","[89.02, 253.79, 531.53]"
U002687,0.0,0.0,[],[],[]
U002688,224.84,114.08,"['GreenLeaf Eat', 'Acme Wrong']","['Toys', 'Clothing']","[95.77, 18.31]"
U002689,0.0,0.0,[],[],[]
U002690,65.56,65.56,['Everest Some'],['Groceries'],[32.78]
U002691,0.0,0.0,[],[],[]
U002692,0.0,0.0,[],[],[]
U002693,0.0,0.0,[],[],[]
U002694,0.0,0.0,[],[],[]
U002695,742.83,742.83,"['Everest Daughter', 'Pulse Season', 'Nimbus Little']","['Toys', 'Automotive', 'Toys']","[112.71, 376.18, 253.94]"
U002696,25.97,25.97,['Solace Team'],['Pet Supplies'],[25.97]
U002697,31.17,31.17,['Everest Own'],['Beauty'],[31.17]
U002698,208.75,208.75,['Zenith Memory'],['Clothing'],[208.75]
U002699,264.22,264.22,"['Orion Medical', 'Pulse Decision', 'Acme Effect']","['Home & Kitchen', 'Toys', 'Automotive']","[52.77, 50.01, 108.67]"
U002700,0.0,0.0,[],[],[]
U002701,245.65,245.65,"['Zenith Certainly', 'Willow Evening', 'Nimbus Economic']","['Books', 'Toys', 'Toys']","[3.45, 61.59, 119.02]"
U002702,148.55,148.55,['Acme Significant'],['Clothing'],[148.55]
U002703,0.0,0.0,[],[],[]
U002704,999.12,999.12,"['GreenLeaf Character', 'Zenith Accept']","['Sports', 'Sports']","[184.98, 314.58]"
U002705,1062.76,1062.76,"['Harbor Significant', 'Nimbus Hit', 'NeoTech Nice']","['Home & Kitchen', 'Electronics', 'Toys']","[505.82, 494.84, 62.1]"
U002706,0.0,0.0,[],[],[]
U002707,0.0,0.0,[],[],[]
U002708,1044.51,385.6,"['Zenith Way', 'Nimbus Fill', 'Orion Fact', 'Zenith Along']","['Toys', 'Toys', 'Beauty', 'Pet Supplies']","[51.94, 74.86, 169.79, 29.67]"
U002709,0.0,0.0,[],[],[]
U002710,0.0,0.0,[],[],[]
U002711,774.94,774.94,"['Harbor Think', 'Zenith Partner']","['Clothing', 'Automotive']","[20.4, 713.74]"
U002712,0.0,0.0,[],[],[]
U002713,0.0,0.0,[],[],[]
U002714,0.0,0.0,[],[],[]
U002715,307.44,307.44,"['GreenLeaf Able', 'Astra City', 'Willow Military']","['Home & Kitchen', 'Pet Supplies', 'Books']","[154.28, 70.32, 82.84]"
U002716,572.62,572.62,['NeoTech Song'],['Automotive'],[286.31]
U002717,0.0,0.0,[],[],[]
U002718,0.0,0.0,[],[],[]
U002719,0.0,0.0,[],[],[]
